"misced";"CLCUSE1";"ESCS";"FAMSTRUC";"BELONG";"ATTLNACT";"ANXMAT";"FAILMAT";"INSTMOT";"INTMAT";"SMATBEH";"MATHEFF";"MATINTFC";"MATWKETH";"SCMAT";"SUBNORM"
1,23280891815439;0,791916324459328;0,435862317006388;-2,84280011421248;-0,160868538555316;-1,77084905320378;0,194589339659283;0,029540666689658;-2,27604707106805;-1,83543225382149;0,148048792848159;-0,413423659694919;-1,59343636084473;-2,99115461763254;-1,73315474016378;-1,3410005627306
1,23280891815439;0,791916324459328;0,976591071159596;0,274732567583249;2,69941671115606;1,19171846307725;-2,73762078863324;-0,654549929668214;1,59015626190891;1,36076851005936;0,573868085422492;2,24990181352361;1,47997596130894;0,854018909199958;2,27169441172745;1,33706337085815
-1,69634800053736;0,791916324459328;-1,91035058237024;0,274732567583249;-0,582709168908432;1,19171846307725;-0,9499536472207;-1,50288166920376;1,11309261156728;1,36076851005936;0,379722509019623;-0,567077052380603;-0,275921845945442;-0,241001152924809;0,357231638859548;-0,0662215693908501
1,23280891815439;0,791916324459328;1,1598889539234;0,274732567583249;-0,160868538555316;0,489062130430985;-0,0888213047109987;1,31446278682407;0,0595770503961793;0,185266101458804;-0,52625682251397;1,02067467203813;-0,275921845945442;0,299068370181009;0,605594376961329;1,71811987305169
1,23280891815439;-1,81119845547888;1,17821874219978;0,274732567583249;0,837144660084983;1,19171846307725;-0,666543002850418;-2,46872651118167;1,59015626190891;0,777874753728506;0,379722509019623;2,24990181352361;0,659446632911654;1,27230705717995;1,36103103868758;-0,0662215693908501
0,0611461506776905;0,791916324459328;0,472521893559148;0,274732567583249;1,88660183803664;1,19171846307725;-1,57127698295555;-3,62415651843098;1,59015626190891;1,36076851005936;1,28340011464741;2,24990181352361;0,165031704924869;2,57505395368393;1,69218135615662;1,71811987305169
1,23280891815439;-0,509641065509778;0,793293188395797;0,274732567583249;-1,58072236754873;0,489062130430985;0,45619916523185;0,029540666689658;0,0595770503961793;-0,43648723862744;-0,52625682251397;-0,259770267009235;0,165031704924869;-0,581746047915284;-0,129145389923107;0,618205953128826
1,23280891815439;0,791916324459328;1,22404321289073;0,274732567583249;-1,22061451236924;1,19171846307725;0,194589339659283;0,73838128462343;1,11309261156728;0,777874753728506;0,89330761113278;-0,567077052380603;0,165031704924869;-0,241001152924809;-0,129145389923107;-0,0662215693908501
0,0611461506776905;0,791916324459328;0,683314458737517;0,274732567583249;-0,767907494429312;-0,995781183599324;0,45619916523185;1,00954252100899;-0,377731295750315;-0,747363908670563;-0,141368221047252;-0,567077052380603;-0,771262066997705;-0,907508695591858;-0,853536709386636;-0,395681721580072
0,646977534416042;-1,81119845547888;-0,15985580197596;-2,84280011421248;-0,582709168908432;1,19171846307725;0,194589339659283;0,255656863807079;1,11309261156728;-0,43648723862744;-0,52625682251397;0,723611446179144;1,47997596130894;0,665829735169271;-0,605173971284855;0,271385374904317
0,0611461506776905;2,09347371442843;0,0784314456169789;0,274732567583249;-0,387222047525281;-0,385876707281532;-0,37223194908128;-0,654549929668214;1,59015626190891;0,777874753728506;-2,21102011052546;-0,259770267009235;1,47997596130894;-0,0638462015780086;0,357231638859548;0,271385374904317
