"ST19Q01";"misced";"fisced";"CLCUSE1";"ESCS";"FAMSTRUC";"BELONG";"STUDREL";"ATTLNACT";"ANXMAT";"INSTMOT";"INTMAT";"SMATBEH";"MATHEFF";"MATWKETH";"SCMAT";"PV1MATH"
-0,43680691671889;-0,524685233060661;-0,507202272026598;-0,509641065509778;0,142585704584309;0,274732567583249;1,12523094422858;-1,12084856518485;-0,385876707281532;0,194589339659283;-0,656018425116266;-0,106180776706623;-1,09258147038193;1,02067467203813;0,116649385994189;-0,367159680603981;1
-0,43680691671889;-0,524685233060661;1,26018132559784;2,09347371442843;-0,123196225423201;0,274732567583249;-0,160868538555316;-0,0910854500520777;0,0483891112739076;0,45619916523185;-0,377731295750315;0,185266101458804;-1,09258147038193;0,0782671968992703;0,116649385994189;0,357231638859548;1
0,759924361963001;0,0611461506776905;0,67105345972303;0,791916324459328;0,0875963397551688;-2,84280011421248;-0,582709168908432;-0,555488423543326;0,0483891112739076;0,194589339659283;0,0595770503961793;0,777874753728506;-0,52625682251397;0,477766017882049;0,481892279970907;0,605594376961329;1
-0,43680691671889;1,23280891815439;1,26018132559784;-1,81119845547888;0,719974035290277;-2,84280011421248;-0,582709168908432;-1,34295433511544;0,489062130430985;0,45619916523185;1,11309261156728;-1,33997256094026;-2,21102011052546;0,27289482763447;-0,413600691236978;0,357231638859548;1
-0,43680691671889;1,23280891815439;1,26018132559784;-0,509641065509778;1,14155916564702;0,274732567583249;-0,387222047525281;-0,0910854500520777;1,19171846307725;0,45619916523185;-0,377731295750315;-0,106180776706623;-0,52625682251397;2,24990181352361;-1,06644199480013;-0,367159680603981;1
-0,43680691671889;0,0611461506776905;0,67105345972303;-0,509641065509778;0,371708058039058;0,274732567583249;0,837144660084983;1,06992198367604;1,19171846307725;-0,666543002850418;1,11309261156728;1,36076851005936;1,03141116548121;0,477766017882049;1,88890751926758;1,09197140574398;1
-0,43680691671889;1,23280891815439;0,67105345972303;0,791916324459328;0,683314458737517;-2,84280011421248;1,45447241182125;-0,555488423543326;1,19171846307725;-0,666543002850418;-0,377731295750315;-0,43648723862744;-1,09258147038193;2,24990181352361;-0,581746047915284;0,119217348178674;1
-0,43680691671889;0,646977534416042;-0,507202272026598;3,39503110439754;0,866612341501316;0,274732567583249;-0,160868538555316;-0,0910854500520777;1,19171846307725;-0,666543002850418;-0,377731295750315;-0,43648723862744;-0,52625682251397;-0,259770267009235;0,481892279970907;0,119217348178674;1
-0,43680691671889;0,646977534416042;0,67105345972303;-0,509641065509778;0,839117659086746;0,274732567583249;1,88660183803664;2,10978081562384;0,0483891112739076;-0,0888213047109987;0,506824222591457;1,36076851005936;1,16050796628518;2,24990181352361;1,88890751926758;1,09197140574398;1
-0,43680691671889;0,646977534416042;1,26018132559784;2,09347371442843;1,62729855497108;0,274732567583249;0,0757737662769199;-0,0910854500520777;0,0483891112739076;-0,0888213047109987;-0,377731295750315;0,777874753728506;-0,52625682251397;0,477766017882049;0,481892279970907;0,605594376961329;1
